id_employe,nom,prenom,sexe,date_naissance,date_embauche,poste,service,type_contrat,statut,anciennete
1833,Lebreton,Gilles,M,1988-03-03,2024-05-05,Analyste RH,Finance,Intérim,Inactif,1
1834,Fernandez,Matthieu,M,1972-06-09,2023-08-24,Développeur,RH,Intérim,Inactif,2
1835,Gomez,Françoise,F,1988-04-23,2022-07-17,Comptable,Direction,Intérim,Actif,3
1836,Bourdon,Pénélope,F,1975-09-30,2020-12-06,Comptable,Finance,CDI,Inactif,5
1837,Joly,François,M,1978-07-14,2024-02-25,Chef de projet,IT,Intérim,Actif,1
1838,Lopez,Roland,M,1988-04-28,2019-07-04,Chef de projet,Finance,CDI,Inactif,6
1839,Guyot,Théophile,M,2001-02-11,2013-04-25,Développeur,Finance,Intérim,Inactif,12
1840,Breton,Luce,F,1984-02-21,2020-03-11,Chef de projet,IT,CDD,Actif,5
1841,Da Costa,Brigitte,F,1973-09-05,2023-03-18,Analyste RH,Commercial,CDI,Actif,2
1842,Bouchet,Anne,F,1983-04-28,2021-08-10,Ingénieur Système,Commercial,CDD,Actif,4
1843,Marchand,Christelle,F,1981-06-10,2012-12-08,Ingénieur Système,Direction,CDD,Inactif,13
1844,Mendès,Margot,F,1981-04-19,2023-05-28,Comptable,Finance,CDD,Actif,2
1845,Labbé,Nathalie,F,1997-10-04,2012-11-13,Ingénieur Système,RH,CDD,Inactif,13
1846,Verdier,Thomas,M,1982-09-27,2021-02-17,Chef de projet,Direction,CDI,Actif,4
1847,Legros,Laurent,M,1995-03-18,2011-09-26,Chef de projet,Commercial,CDI,Inactif,14
1848,Couturier,Benjamin,M,1991-11-12,2019-03-22,Chef de projet,RH,CDD,Actif,6
1849,Bouvet,Laurence,F,1989-07-26,2018-03-09,Analyste RH,RH,Intérim,Inactif,7
1850,Coulon,Isaac,M,1964-08-14,2023-08-15,Analyste RH,Commercial,Intérim,Actif,2
1851,Peron,Benjamin,M,1995-08-25,2021-04-01,Développeur,Commercial,CDI,Inactif,4
1852,Chartier,Martine,F,1968-10-05,2023-12-27,Comptable,Finance,CDI,Inactif,2
1853,Joubert,Nicole,F,1979-04-11,2017-10-04,Chef de projet,Commercial,CDD,Actif,8
1854,Lecomte,Paul,M,1982-09-22,2015-12-11,Analyste RH,RH,Intérim,Inactif,10
1855,Jacquet,Maggie,F,2001-09-11,2020-04-13,Ingénieur Système,Direction,CDI,Inactif,5
1856,Dumont,Véronique,F,1987-11-04,2022-01-23,Développeur,Finance,Intérim,Inactif,3
1857,Ledoux,Anaïs,F,1967-07-30,2012-02-22,Analyste RH,Finance,Intérim,Actif,13
1858,Toussaint,Suzanne,F,1965-07-23,2012-07-24,Ingénieur Système,Finance,CDD,Actif,13
1859,Barbier,Matthieu,M,1995-07-08,2010-06-18,Ingénieur Système,Finance,CDI,Inactif,15
1860,Gilbert,Émilie,F,1973-06-05,2021-07-04,Comptable,RH,CDD,Actif,4
1861,Hernandez,Constance,F,1983-02-05,2012-01-14,Ingénieur Système,Direction,CDI,Actif,13
1862,Bègue,Maryse,F,1981-06-28,2011-11-08,Chef de projet,IT,Intérim,Actif,14
1863,Guichard,Danielle,F,1967-12-23,2017-03-11,Analyste RH,Direction,Intérim,Actif,8
1864,Toussaint,Manon,F,1980-05-20,2017-10-02,Ingénieur Système,RH,CDI,Inactif,8
1865,Bègue,Bernadette,F,1970-12-05,2010-06-20,Comptable,Commercial,CDI,Inactif,15
1866,Benoit,Olivier,M,1969-10-03,2012-09-15,Comptable,IT,CDD,Actif,13
1867,Allain,Hélène,F,1999-10-19,2022-01-07,Ingénieur Système,Commercial,CDD,Actif,3
1868,Hebert,Adrienne,F,1964-12-31,2022-04-14,Analyste RH,IT,CDD,Actif,3
1869,Le Goff,Célina,F,1993-03-10,2022-04-04,Analyste RH,RH,CDI,Actif,3
1870,Payet,Olivier,M,1969-04-09,2014-05-06,Développeur,Finance,CDI,Inactif,11
1871,Jacob,Benjamin,M,1971-06-03,2012-03-16,Chef de projet,Direction,Intérim,Inactif,13
1872,Bouvier,Michèle,F,1984-10-25,2012-10-13,Chef de projet,RH,CDD,Actif,13
1873,Weber,Christiane,F,1974-03-04,2011-08-13,Comptable,RH,CDI,Inactif,14
1874,Laporte,Adrienne,F,1975-08-15,2017-12-08,Analyste RH,Commercial,CDD,Actif,8
1875,Marty,Frédérique,F,1974-10-02,2017-06-15,Développeur,Commercial,CDI,Actif,8
1876,Chauvet,Zacharie,M,1994-07-22,2014-02-22,Chef de projet,RH,Intérim,Actif,11
1877,Fernandez,Capucine,F,1973-12-24,2023-04-02,Développeur,RH,Intérim,Actif,2
1878,Denis,Théodore,M,1990-08-02,2016-06-06,Chef de projet,Direction,Intérim,Inactif,9
1879,Gilbert,Hugues,M,1973-12-19,2014-08-31,Chef de projet,RH,CDD,Inactif,11
1880,Baron,Tristan,M,1970-03-09,2014-09-03,Analyste RH,Direction,CDD,Actif,11
1881,Lenoir,Lorraine,F,1966-04-11,2021-08-26,Développeur,Commercial,CDD,Inactif,4
1882,Hernandez,Emmanuelle,F,1999-09-07,2020-10-10,Ingénieur Système,RH,CDI,Inactif,5
1883,Grégoire,Élisabeth,F,1991-02-10,2015-06-24,Comptable,Finance,CDI,Inactif,10
1884,Imbert,Anastasie,F,1980-09-26,2018-11-14,Chef de projet,Finance,CDD,Inactif,7
1885,Collin,Cécile,F,1980-11-09,2018-12-13,Ingénieur Système,Commercial,CDD,Actif,7
1886,Diaz,Arnaude,F,2000-05-26,2010-08-27,Comptable,Commercial,CDD,Inactif,15
1887,Alves,Margaud,F,1973-06-07,2017-01-11,Chef de projet,Commercial,Intérim,Actif,8
1888,Colas,Marc,M,1989-04-26,2019-09-29,Comptable,RH,CDI,Inactif,6
1889,Normand,Emmanuel,M,1996-07-03,2023-07-22,Ingénieur Système,RH,CDD,Inactif,2
1890,Legrand,Agnès,F,1969-01-17,2010-09-07,Développeur,IT,CDI,Inactif,15
1891,Charles,Gabrielle,F,1967-02-28,2011-06-24,Analyste RH,IT,Intérim,Inactif,14
1892,Chauvin,Claude,F,1983-12-12,2021-02-21,Analyste RH,Commercial,Intérim,Actif,4
1893,Mendès,Camille,F,1992-09-20,2017-08-28,Développeur,Direction,CDD,Actif,8
1894,Boutin,Luc,M,1970-01-22,2021-05-07,Développeur,Commercial,CDI,Actif,4
1895,Regnier,René,M,1974-11-03,2015-03-04,Analyste RH,Direction,Intérim,Actif,10
1896,Perez,Marcelle,F,1969-10-30,2019-02-24,Ingénieur Système,Finance,CDI,Inactif,6
1897,Martins,Denis,M,2000-12-14,2016-01-04,Analyste RH,RH,CDD,Inactif,9
1898,Michaud,Théodore,M,1968-12-13,2015-09-23,Comptable,RH,CDD,Inactif,10
1899,Rocher,Renée,F,1980-09-09,2011-06-08,Comptable,Direction,Intérim,Actif,14
1900,Moulin,Aurore,F,1994-01-07,2012-06-03,Chef de projet,Commercial,CDD,Inactif,13
1901,De Sousa,Andrée,F,1985-07-01,2021-10-12,Analyste RH,RH,CDI,Inactif,4
1902,Traore,Diane,F,1972-07-30,2010-08-31,Développeur,RH,CDD,Inactif,15
1903,Neveu,Christine,F,1965-03-23,2013-03-28,Ingénieur Système,Commercial,CDD,Inactif,12
1904,Mahe,Jérôme,M,2000-01-16,2019-04-01,Analyste RH,RH,Intérim,Actif,6
1905,Mace,Josette,F,1975-10-24,2016-10-10,Chef de projet,IT,Intérim,Actif,9
1906,Marchand,Juliette,F,1972-06-26,2023-07-29,Développeur,Commercial,CDI,Actif,2
1907,Martinez,Margaret,F,1993-08-31,2015-01-29,Chef de projet,RH,CDD,Actif,10
1908,Hardy,Arthur,M,1982-05-06,2022-07-27,Ingénieur Système,Commercial,Intérim,Inactif,3
1909,Verdier,Thomas,M,1969-09-11,2018-11-21,Analyste RH,Finance,CDD,Inactif,7
1910,Pineau,Dominique,F,1988-12-15,2011-05-24,Développeur,Finance,CDD,Actif,14
1911,Didier,Danielle,F,1989-06-21,2013-02-15,Ingénieur Système,Commercial,CDI,Actif,12
1912,Adam,Caroline,F,1972-04-19,2014-05-03,Comptable,Commercial,CDI,Inactif,11
1913,Traore,Dominique,F,1964-08-16,2011-03-14,Chef de projet,RH,CDI,Inactif,14
1914,Richard,Gérard,M,1967-07-31,2018-06-23,Analyste RH,RH,Intérim,Inactif,7
1915,Marchal,Nathalie,F,1974-08-31,2013-06-30,Développeur,IT,CDD,Inactif,12
1916,Da Silva,Paulette,F,1979-09-24,2015-12-04,Développeur,Direction,CDD,Actif,10
1917,Menard,Marc,M,1986-03-23,2015-01-24,Développeur,Commercial,CDD,Inactif,10
1918,Garnier,Michelle,F,1972-07-29,2018-12-28,Ingénieur Système,Finance,Intérim,Actif,7
1919,Maillet,Anastasie,F,1976-08-27,2014-03-31,Comptable,RH,CDD,Inactif,11
1920,Blondel,Alphonse,M,1991-09-26,2011-08-16,Développeur,IT,CDD,Actif,14
1921,Turpin,Lorraine,F,1985-08-05,2016-01-07,Ingénieur Système,Commercial,CDD,Actif,9
1922,Fernandez,Robert,M,1995-07-14,2010-08-02,Comptable,IT,Intérim,Actif,15
1923,Tessier,Eugène,M,1984-04-17,2020-01-16,Chef de projet,RH,CDI,Inactif,5
1924,Bailly,Jacqueline,F,1996-01-08,2016-09-18,Chef de projet,RH,Intérim,Actif,9
1925,Maury,Virginie,F,1977-10-01,2022-11-29,Développeur,RH,Intérim,Inactif,3
1926,Morvan,Jacqueline,F,1974-09-12,2010-07-23,Développeur,RH,CDD,Inactif,15
1927,Lejeune,Alexandrie,F,1980-04-22,2019-08-31,Comptable,RH,CDI,Inactif,6
1928,Perrot,Adrienne,F,1987-04-01,2010-06-23,Chef de projet,IT,CDD,Inactif,15
1929,Thierry,Michelle,F,1985-05-18,2012-03-20,Comptable,Direction,CDD,Inactif,13
1930,Leclerc,Rémy,M,1980-08-28,2017-08-04,Analyste RH,IT,CDI,Actif,8
1931,Marin,Anne,F,1974-02-20,2022-07-23,Ingénieur Système,Finance,Intérim,Inactif,3
1932,Guyot,Benjamin,M,1967-06-10,2014-05-22,Chef de projet,Commercial,CDD,Actif,11
1933,Dijoux,Lucas,M,1989-10-19,2018-04-01,Développeur,IT,CDI,Actif,7
1934,Letellier,Augustin,M,1970-12-15,2019-01-18,Analyste RH,Commercial,CDD,Inactif,6
1935,Lucas,Timothée,M,1991-04-15,2011-09-21,Analyste RH,Direction,CDD,Actif,14
1936,Allain,Anne,F,1994-01-19,2021-09-20,Comptable,RH,Intérim,Inactif,4
1937,Dumont,Georges,M,1984-04-19,2014-11-21,Ingénieur Système,RH,CDD,Actif,11
1938,Gomes,Louis,M,1986-08-27,2015-11-11,Chef de projet,Commercial,CDI,Inactif,10
1939,Sauvage,Grégoire,M,1980-05-07,2011-09-21,Ingénieur Système,IT,Intérim,Actif,14
1940,Renaud,Christiane,F,1971-11-13,2013-02-03,Chef de projet,Commercial,CDD,Inactif,12
1941,Gautier,Émile,M,1995-01-17,2018-05-18,Analyste RH,Commercial,CDI,Inactif,7
1942,Bouvier,Odette,F,1972-08-31,2019-07-27,Comptable,IT,Intérim,Actif,6
1943,Pelletier,François,M,1995-03-16,2015-09-11,Chef de projet,Finance,CDI,Actif,10
1944,Barthelemy,Julie,F,1972-08-11,2011-12-27,Chef de projet,Finance,CDI,Actif,14
1945,Barbier,Madeleine,F,1967-03-13,2014-02-09,Ingénieur Système,RH,Intérim,Actif,11
1946,Millet,David,M,1970-08-29,2022-07-19,Développeur,Finance,CDI,Inactif,3
1947,Menard,Joseph,M,1991-06-01,2019-03-09,Chef de projet,RH,CDD,Actif,6
1948,Girard,Lucy,F,1982-02-26,2024-05-26,Développeur,Commercial,CDD,Inactif,1
1949,Roger,Alexandre,M,1991-12-21,2018-02-21,Analyste RH,RH,CDI,Inactif,7
1950,Berthelot,Jeanne,F,1970-11-24,2018-04-24,Chef de projet,Commercial,Intérim,Inactif,7
1951,Henry,Daniel,M,1972-09-18,2010-08-27,Comptable,IT,Intérim,Actif,15
1952,Bonnet,Frédéric,M,1973-05-06,2013-10-27,Développeur,Direction,CDI,Actif,12
1953,Maréchal,Michelle,F,1970-03-03,2020-05-10,Analyste RH,IT,CDD,Actif,5
1954,Coste,Josette,F,1969-07-21,2010-10-27,Développeur,IT,CDI,Inactif,15
1955,François,Élodie,F,1994-08-17,2024-03-20,Analyste RH,Finance,CDI,Actif,1
1956,Rodriguez,Bernadette,F,1987-01-05,2012-07-14,Analyste RH,Finance,CDD,Actif,13
1957,Dupont,Susan,F,1967-11-24,2013-04-22,Ingénieur Système,Finance,CDI,Actif,12
1958,Baudry,Martin,M,1991-05-01,2018-11-21,Analyste RH,Finance,Intérim,Inactif,7
1959,Martinez,Laurent,M,1993-06-26,2013-05-22,Développeur,RH,CDI,Inactif,12
1960,Monnier,Franck,M,1977-03-09,2015-02-16,Chef de projet,Finance,CDD,Actif,10
1961,Guyot,Maurice,M,1974-07-26,2011-01-15,Chef de projet,Commercial,CDD,Inactif,14
1962,Bonneau,Jacqueline,F,1984-07-13,2018-12-09,Comptable,Finance,CDD,Actif,7
1963,Bouchet,Valentine,F,1968-08-07,2011-12-11,Ingénieur Système,RH,CDI,Actif,14
1964,Guyot,Léon,M,1973-10-16,2017-08-01,Comptable,Finance,CDI,Actif,8
1965,Bourgeois,Tristan,M,2000-03-26,2014-09-09,Comptable,Finance,CDI,Actif,11
1966,Lombard,Agnès,F,1990-06-25,2023-10-02,Développeur,Direction,CDI,Actif,2
1967,Delannoy,Martine,F,1997-02-03,2019-09-18,Développeur,Commercial,CDD,Actif,6
1968,Vallée,Marie,F,2002-12-11,2018-12-30,Chef de projet,Direction,CDD,Actif,7
1969,Lebrun,Nath,F,1982-11-08,2013-07-05,Chef de projet,Finance,CDD,Inactif,12
1970,Michel,Hugues,M,1979-05-10,2010-12-13,Ingénieur Système,IT,Intérim,Actif,15
1971,Merle,Laurence,F,1968-06-09,2024-03-16,Ingénieur Système,RH,CDI,Inactif,1
1972,Georges,Rémy,M,1988-10-10,2023-06-30,Analyste RH,RH,CDI,Actif,2
1973,Mary,Gabriel,M,1975-04-25,2012-02-26,Développeur,Commercial,Intérim,Actif,13
1974,Hoarau,Vincent,M,1980-11-10,2014-12-26,Développeur,Finance,CDI,Inactif,11
1975,Joubert,Antoine,M,1979-05-20,2020-03-30,Développeur,Finance,CDD,Inactif,5
1976,Chevallier,Joseph,M,1976-04-09,2013-06-12,Chef de projet,Finance,CDD,Inactif,12
1977,Gomez,Margaud,F,1988-11-12,2020-07-06,Analyste RH,Direction,CDD,Inactif,5
1978,Leroy,Joseph,M,2003-01-30,2020-01-15,Comptable,IT,Intérim,Actif,5
1979,Blanchard,Roland,M,1977-04-05,2024-03-27,Ingénieur Système,Commercial,CDI,Inactif,1
1980,Teixeira,Richard,M,1985-06-25,2013-06-08,Ingénieur Système,RH,Intérim,Actif,12
1981,Marin,Alfred,M,1970-08-05,2011-05-29,Développeur,Finance,CDI,Actif,14
1982,Rey,Thibaut,M,1979-05-05,2010-10-15,Analyste RH,RH,CDD,Actif,15
1983,Laine,Olivier,M,1964-06-30,2016-02-04,Chef de projet,Commercial,Intérim,Inactif,9
1984,Bonneau,Eugène,M,1973-05-01,2016-03-31,Ingénieur Système,RH,CDD,Actif,9
1985,Wagner,Emmanuel,M,1986-06-21,2011-06-19,Chef de projet,Commercial,CDI,Actif,14
1986,Simon,David,M,1974-02-02,2023-08-16,Développeur,RH,Intérim,Actif,2
1987,Masson,Mathilde,F,1969-05-21,2016-10-21,Développeur,Commercial,CDI,Actif,9
1988,Fischer,Vincent,M,1991-05-16,2020-06-02,Ingénieur Système,RH,CDD,Inactif,5
1989,Roussel,Jean,M,1984-12-26,2015-12-09,Chef de projet,RH,CDD,Inactif,10
1990,Dufour,Édouard,M,1994-03-07,2023-12-03,Chef de projet,IT,CDI,Inactif,2
1991,Riou,Patrick,M,1986-01-16,2013-05-31,Ingénieur Système,Direction,Intérim,Inactif,12
1992,Neveu,Roger,M,1988-09-24,2014-04-01,Analyste RH,RH,CDI,Actif,11
1993,Chartier,Théodore,M,1976-05-20,2016-11-20,Développeur,Direction,CDD,Inactif,9
1994,Le Gall,William,M,1973-02-12,2013-06-22,Analyste RH,Finance,CDD,Actif,12
1995,Chauveau,Adrien,M,2003-06-07,2017-02-10,Ingénieur Système,RH,CDD,Inactif,8
1996,Pires,Roland,M,1966-08-27,2013-07-19,Analyste RH,IT,CDD,Inactif,12
1997,Marion,Hugues,M,1979-06-26,2021-05-01,Développeur,RH,Intérim,Inactif,4
1998,Moreno,Caroline,F,1998-03-20,2012-11-03,Développeur,Direction,Intérim,Actif,13
1999,Rémy,Astrid,F,1980-08-24,2016-05-08,Développeur,IT,CDD,Actif,9
2000,Julien,Danielle,F,1970-06-28,2024-06-05,Développeur,RH,CDI,Actif,1
